size,income,cum_sum,grouping
4,15513,6424,group
4,15700,6468,group
4,15783,6640,group
4,16288,6708,group
4,16547,6844,group
4,16877,6900,group
4,17374,6996,group
4,17566,7024,group
4,17888,7152,group
4,18000,7188,group
4,18120,7252,group
4,18637,7652,group
4,18926,7716,group
4,18940,7912,group
4,19259,8172,group
4,19303,8280,group
4,19361,8460,group
4,19405,8644,group
4,19609,8696,group
4,20000,8752,group
4,20010,8796,group
4,20426,8824,group
4,20684,8920,group
4,20915,8976,group
4,21044,9064,group
4,21080,9112,group
4,21255,9156,group
4,21330,9364,group
4,21500,9540,group
4,22000,9692,group
4,22365,9728,group
4,22469,9848,group
4,22571,9920,group
4,22779,9988,group
4,23090,10032,group
4,23297,10080,group
4,23490,10412,group
4,23780,10452,group
4,23815,10484,group
4,24000,10660,group
4,24200,10744,group
4,24511,10776,group
4,24800,10872,group
4,24820,11136,group
4,24832,11380,group
4,25234,11444,group
4,25253,11532,group
4,25533,11564,group
4,26000,11604,group
4,26305,11676,group
4,26475,11700,group
4,26621,11792,group
4,26889,11840,group
4,26921,12172,group
4,27303,12348,group
4,27406,12440,group
4,27542,12624,group
4,28080,12692,group
4,28494,12732,group
4,28544,12756,group
4,29090,12792,group
4,29209,12828,group
4,29251,13092,group
4,29462,13292,group
4,29672,13340,group
4,29988,13384,group
4,30000,13428,group
4,30514,13484,group
4,30600,13544,group
4,30608,13644,group
4,30639,13916,group
4,31026,13992,group
4,31150,14156,group
4,31251,14212,group
4,31566,14376,group
4,31580,14420,group
4,32046,14508,group
4,32060,14632,group
4,32098,14688,group
4,32303,14724,group
4,32305,14872,group
4,32682,15024,group
4,33133,15096,group
4,33294,15136,group
4,33444,15328,group
4,33671,15416,group
4,33962,15544,group
4,34025,15704,group
4,34169,15788,group
4,34407,15908,group
4,34645,15952,group
4,34653,16000,group
4,34686,16076,group
4,34723,16232,group
4,35000,16412,group
4,35101,16484,group
4,35174,16576,group
4,35249,16756,group
4,35880,16800,group
4,35929,16888,group
4,36091,16968,group
4,36100,17016,group
4,36665,17036,group
4,36827,17136,group
4,37880,17232,group
4,38000,17284,group
4,38020,17308,group
4,38265,17348,group
4,38310,17392,group
4,38483,17440,group
4,38912,17484,group
4,38989,17532,group
4,39346,17596,group
4,39661,17644,group
4,39863,17796,group
4,39967,17828,group
4,40381,17844,group
4,40852,18024,group
4,41000,18028,group
4,41367,18140,group
4,41465,18404,group
4,41600,18456,group
4,42000,18596,group
4,42088,18688,group
4,42486,18712,group
4,42505,18768,group
4,42701,18824,group
4,43022,18884,group
4,43141,18904,group
4,43375,19004,group
4,43436,19124,group
4,43487,19172,group
4,43814,19280,group
4,43902,19384,group
4,44088,19504,group
4,44316,19564,group
4,44470,19628,group
4,45142,19712,group
4,45250,20048,group
4,45504,20148,group
4,45700,20216,group
4,45800,20264,group
4,46500,20340,group
4,46538,20604,group
4,46594,20696,group
4,47000,20796,group
4,47350,20908,group
4,47573,21064,group
4,47629,21216,group
4,47676,21328,group
4,48000,21388,group
4,48607,21612,group
4,48614,21788,group
4,48716,21876,group
4,48823,21948,group
4,48872,22012,group
4,49000,22096,group
4,49243,22136,group
4,49329,22168,group
4,49641,22184,group
4,50506,22228,group
4,50575,22256,group
4,51137,22408,group
4,51253,22464,group
4,51399,22616,group
4,51771,22728,group
4,52505,22772,group
4,52597,22808,group
4,52611,22980,group
4,52950,22992,group
4,53108,23264,group
4,53349,23356,group
4,53452,23400,group
4,53500,23428,group
4,53663,23528,group
4,53757,23556,group
4,53842,23588,group
4,54049,23660,group
4,54231,23708,group
4,54398,23744,group
4,54812,23988,group
4,54877,24032,group
4,55000,24100,group
4,55150,24144,group
4,55912,24320,group
4,56053,24384,group
4,56070,24580,group
4,56172,24604,group
4,56880,24896,group
4,56948,24956,group
4,57087,24996,group
4,57766,25164,group
4,57872,25228,group
4,58000,25300,group
4,58780,25344,group
4,58929,25400,group
4,59029,25500,group
4,59644,25544,group
4,59743,25704,group
4,60000,25796,group
4,60186,25952,group
4,60500,26044,group
4,60900,26084,group
4,61000,26112,group
4,61028,26240,group
4,61074,26348,group
4,61245,26396,group
4,61278,26456,group
4,61344,26512,group
4,61554,26572,group
4,61711,26768,group
4,61740,26828,group
4,61800,26916,group
4,62051,26948,group
4,62125,27332,group
4,62300,27428,group
4,62436,27700,group
4,63000,27840,group
4,63133,28052,group
4,63160,28096,group
4,63500,28132,group
4,64000,28316,group
4,64342,28464,group
4,64403,28536,group
4,64816,28588,group
4,65100,28644,group
4,65154,28732,group
4,65231,28788,group
4,65237,28836,group
4,65257,28968,group
4,65438,29016,group
4,65626,29084,group
4,65723,29160,group
4,66289,29196,group
4,66385,29348,group
4,66605,29380,group
4,67015,29404,group
4,67100,29488,group
4,67302,29992,group
4,67509,30060,group
4,67552,30104,group
4,67820,30216,group
4,68000,30396,group
4,68337,30524,group
4,68394,30764,group
4,68427,30804,group
4,68544,30848,group
4,69142,30936,group
4,69291,31040,group
4,69373,31088,group
4,69449,31212,group
4,69551,31264,group
4,70408,31332,group
4,70470,31380,group
4,70498,31416,group
4,71444,31476,group
4,71463,31532,group
4,71491,31584,group
4,71550,31616,group
4,71669,31656,group
4,71876,31680,group
5,0,375,group
5,1000,465,group
5,1242,645,group
5,2104,730,group
5,2392,795,group
5,3624,850,group
5,4142,960,group
5,4902,1005,group
5,5261,1215,group
5,5477,1280,group
5,6420,1425,group
5,7446,1505,group
5,8283,1550,group
5,8905,1625,group
5,11847,1690,group
5,11893,1830,group
5,12256,1890,group
5,12700,2165,group
5,12942,2315,group
5,13046,2380,group
5,13100,2435,group
5,13651,2470,group
5,14521,2535,group
5,15000,2750,group
5,15531,2835,group
5,15783,3065,group
5,16204,3100,group
5,16754,3220,group
5,17000,3315,group
5,17362,3500,group
5,17600,3565,group
5,17602,3685,group
5,17888,3770,group
5,18637,3910,group
5,19992,3965,group
5,20000,4025,group
5,20202,4165,group
5,20426,4270,group
5,20684,4540,group
5,21557,4635,group
5,21570,4690,group
5,21886,4865,group
5,22344,4950,group
5,24820,5165,group
5,24937,5520,group
5,25648,5830,group
5,25674,5880,group
5,25855,5955,group
5,25885,6165,group
5,26043,6230,group
5,26305,6315,group
5,26500,6550,group
5,26921,7290,group
5,27024,7360,group
5,27989,7425,group
5,28000,7600,group
5,28410,7795,group
5,28596,7875,group
5,28700,7940,group
5,28957,8205,group
5,28961,8260,group
5,29000,8325,group
5,29230,8395,group
5,29509,8455,group
5,29618,8595,group
5,29991,8785,group
5,30514,8905,group
5,30715,9225,group
5,31000,9295,group
5,31026,9805,group
5,31373,9885,group
5,31500,9980,group
5,31580,10015,group
5,32267,10070,group
5,32500,10215,group
5,33000,10505,group
5,33133,10545,group
5,33477,10630,group
5,33671,10650,group
5,33703,10940,group
5,34300,11130,group
5,34723,11205,group
5,34724,11340,group
5,35100,11515,group
5,35133,11630,group
5,35235,11790,group
5,35746,12005,group
5,35775,12405,group
5,36590,12485,group
5,37231,12520,group
5,38000,12685,group
5,38932,12790,group
5,39300,12850,group
5,39346,12925,group
5,39967,12980,group
5,40000,13155,group
5,40270,13230,group
5,40278,13310,group
5,40405,13430,group
5,40954,13795,group
5,41000,14105,group
5,41417,14305,group
5,44523,14360,group
5,44824,14600,group
5,44929,14660,group
5,45000,14740,group
5,45297,14805,group
5,45401,14945,group
5,45504,15005,group
5,45558,15085,group
5,46228,15250,group
5,46594,15435,group
5,47350,15650,group
5,47857,15690,group
5,48400,16290,group
5,48420,16320,group
5,48700,16550,group
5,49000,16610,group
5,49023,16805,group
5,49493,16935,group
5,49534,17000,group
5,49770,17080,group
5,49800,17115,group
5,50218,17210,group
5,50425,17400,group
5,50735,17540,group
5,50882,17710,group
5,51065,17955,group
5,51668,18030,group
5,51864,18110,group
5,52200,18210,group
5,52537,18265,group
5,53000,18545,group
5,53108,18605,group
5,53414,18665,group
5,53467,18710,group
5,53618,18755,group
5,54084,18840,group
5,54398,18920,group
5,54463,18960,group
5,54877,19060,group
5,55432,19120,group
5,55518,19540,group
5,55978,19585,group
5,56172,19725,group
5,56467,19945,group
5,57193,20145,group
5,57362,20280,group
5,57914,20515,group
5,58112,20685,group
5,59976,20895,group
5,60000,21050,group
5,60500,21200,group
5,60768,21225,group
5,60790,21285,group
5,61074,21320,group
5,61500,21490,group
5,61638,21540,group
5,62125,21865,group
5,62300,22050,group
5,62465,22290,group
5,62672,22365,group
5,63133,22530,group
5,63160,22665,group
5,63869,22735,group
5,64120,22860,group
5,64342,22960,group
5,65600,23220,group
5,65645,23305,group
5,66000,23345,group
5,67300,23390,group
5,67406,23885,group
5,68289,24070,group
5,69200,24130,group
5,69700,24165,group
5,70498,24225,group
5,71297,24280,group
5,71359,24375,group
5,71491,24435,group
